#time,accel_x,accel_y,accel_z
1197.024533,-13323.706956,3478.967927,0.000000
1197.024849,-11399.171507,4737.318029,-612.876398
1197.025165,-11695.253884,3256.906145,-2145.067394
1197.025481,-10807.006753,3404.947333,-2911.162892
1197.025796,-11695.253884,2886.803174,-5056.230287
1197.026112,-10807.006753,4145.153275,-5286.058936
1197.026428,-11029.068536,5107.421000,-5286.058936
1197.026744,-11103.089130,4959.379811,-4673.182538
1197.027060,-10584.944971,5255.462188,-4903.011187
1197.027376,-11473.192101,5255.462188,-3983.696590
1197.027691,-12065.356855,4145.153275,-2604.724693
1197.028007,-10362.883188,3478.967927,-2221.676944
1197.028323,-10584.944971,2886.803174,-2298.286494
1197.028639,-9104.533087,1924.535449,-842.705048
1197.028955,-8586.388927,0.000000,-919.314598
1197.029270,-7920.203579,-1628.453072,-1149.143247
1197.029586,-7328.038826,-2664.741391,-1378.971896
1197.029902,-6661.853478,-3701.029710,-995.924147
1197.030218,-6883.915261,-4071.132681,-459.657299
1197.030534,-7254.018232,-4071.132681,0.000000
1197.030849,-6883.915261,-3775.050304,766.095498
1197.031165,-6883.915261,-4071.132681,1991.848295
1197.031481,-8142.265362,-3330.926739,4060.306139
1197.031797,-8808.450710,-4293.194464,5132.839837
1197.032113,-8586.388927,-4663.297435,6128.763984
1197.032429,-9178.553681,-5403.503377,6358.592633
1197.032744,-9696.697840,-4959.379811,6511.811733
1197.033060,-7994.224174,-5699.585753,5822.325785
1197.033376,-7698.141797,-5921.647536,4826.401637
1197.033692,-6957.935855,-6439.791695,2987.772442
1197.034008,-8216.285956,-5033.400406,1915.238745
1197.034323,-7476.080014,-5329.482782,766.095498
1197.034639,-8586.388927,-3849.070898,306.438199
1197.034955,-10066.800811,-3997.112087,-459.657299
1197.035271,-8438.347739,-666.185348,-919.314598
1197.035587,-10362.883188,1184.329507,-1225.752797
1197.035902,-11695.253884,2442.679609,766.095498
1197.036218,-11769.274478,3775.050304,612.876398
1197.036534,-11029.068536,3627.009116,766.095498
1197.036850,-12287.418637,3849.070898,459.657299
1197.037166,-13323.706956,3923.091493,306.438199
1197.037481,-11769.274478,4885.359217,-383.047749
1197.037797,-11325.150913,2368.659014,-1915.238745
1197.038113,-11325.150913,3404.947333,-3370.820191
1197.038429,-11325.150913,2442.679609,-4596.572988
1197.038745,-10510.924376,4441.235652,-5132.839837
1197.039061,-10955.047942,4737.318029,-5056.230287
1197.039376,-11621.233289,4737.318029,-5209.449386
1197.039692,-10658.965565,5255.462188,-4903.011187
1197.040008,-11399.171507,6069.688724,-3064.381992
1197.040324,-11917.315666,4145.153275,-2451.505594
1197.040640,-10362.883188,3775.050304,-2451.505594
1197.040955,-9696.697840,2368.659014,-1608.800546
1197.041271,-9326.594869,2368.659014,-1149.143247
1197.041587,-8956.491898,222.061783,-612.876398
1197.041903,-8290.306550,-1554.432478,-383.047749
1197.042219,-7328.038826,-3256.906145,-689.485948
1197.042534,-7179.997637,-4219.173869,-459.657299
1197.042850,-6587.832884,-4515.256246,-919.314598
1197.043166,-7179.997637,-4589.276840,0.000000
1197.043482,-6513.812290,-4367.215058,306.438199
1197.043798,-7179.997637,-4145.153275,1072.533697
1197.044114,-8068.244768,-3034.844362,2987.772442
1197.044429,-9844.739029,-2146.597232,3907.087040
1197.044745,-9030.512492,-3923.091493,5439.278036
1197.045061,-9104.533087,-4367.215058,6435.202183
1197.045377,-9252.574275,-4663.297435,6665.030833
1197.045693,-8808.450710,-4737.318029,6588.421283
1197.046008,-8142.265362,-5403.503377,5515.887586
1197.046324,-7254.018232,-6365.771101,4060.306139
1197.046640,-7698.141797,-5181.441594,2528.115143
1197.046956,-7328.038826,-5921.647536,1762.019645
1197.047272,-8586.388927,-4663.297435,689.485948
1197.047587,-9622.677246,-5329.482782,-995.924147
1197.047903,-7846.182985,-1184.329507,-1991.848295
1197.048219,-9326.594869,296.082377,-1991.848295
1197.048535,-10584.944971,2812.782580,-612.876398
1197.048851,-12361.439231,3552.988522,0.000000
1197.049167,-11843.295072,3849.070898,536.266849
1197.049482,-12953.603985,3330.926739,459.657299
1197.049798,-14434.015869,3034.844362,383.047749
1197.050114,-11177.109724,4145.153275,-306.438199
1197.050430,-11547.212695,3404.947333,-1762.019645
1197.050746,-11621.233289,4589.276840,-2528.115143
1197.051061,-11177.109724,2738.761985,-3830.477490
1197.051377,-10881.027347,4145.153275,-4749.792088
1197.051693,-10362.883188,3108.864956,-7124.688131
1197.052009,-10881.027347,4145.153275,-5975.544884
1197.052325,-10881.027347,4959.379811,-5286.058936
1197.052640,-11029.068536,5847.626942,-4596.572988
1197.052956,-11399.171507,4367.215058,-3140.991542
1197.053272,-9400.615463,3552.988522,-2528.115143
1197.053588,-10214.842000,2516.700203,-2221.676944
1197.053904,-9474.636058,2368.659014,-766.095498
1197.054219,-9622.677246,666.185348,0.000000
1197.054535,-7476.080014,-1036.288319,-1915.238745
1197.054851,-7550.100608,-2960.823768,-153.219100
1197.055167,-7402.059420,-3923.091493,0.000000
1197.055483,-6883.915261,-4811.338623,0.000000
1197.055799,-6957.935855,-5403.503377,0.000000
1197.056114,-7105.977043,-4589.276840,536.266849
1197.056430,-7179.997637,-4737.318029,919.314598
1197.056746,-7772.162391,-3627.009116,2451.505594
1197.057062,-8660.409521,-4293.194464,4060.306139
1197.057378,-8512.368333,-4145.153275,5209.449386
1197.057693,-9178.553681,-4663.297435,5898.935335
1197.058009,-9326.594869,-3997.112087,6358.592633
1197.058325,-8660.409521,-4515.256246,6511.811733
1197.058641,-8216.285956,-4737.318029,5515.887586
